id,synagogue_id,entry_type,content,year,year_range_start,year_range_end,circa,source,source_url,created_at,created_by,approved,approved_by,approved_at
64e97d8e-b273-441d-976b-1147e224a147,01972493-e9a9-4254-a000-206374e10fc5,general,Founded for traditionalists from B'nai Aaron & Har Zion. Rabbi David Novoseller was guiding figure.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
2516d66c-0cb8-42c9-acd5-6681d8c9da59,021643bd-330a-48aa-8d5f-dd5e39bf74e1,general,Held services in row house west of 60th St. In 1932/3 Shul was built on site of demolished home. In 1970's combined with Lenas Hazedek (59th & Larchwood).,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
b37e3f36-191c-40fa-9d95-9867110f6aec,02830c5b-0482-4acb-a3ab-d198d598bb55,general,Congregation met in a member's home. [Vilna],null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
d9665465-258e-4f00-87e1-473260c724f7,04b022de-2b71-4040-8786-b8dca04256a0,general,Traditionalists who broke away from the West Oak Lane Jewish Community Center. Services led by Leo Landsman at his home.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
d0e99a4c-7409-4ee3-b4f0-72509c0c025e,0607d1ab-9e29-4495-b8d1-cbbf94745fc6,general,Started as a Landsleit Shul. Verein founded for devotional purposes possibly the Podolier Assoc. $3/week membership required of all male members (up to age 40). Listed in 1901 at 610 S. 3rd.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
0a5f676a-c637-4997-9fc1-b90e0bfca669,07e9c17a-6599-4aec-8c75-0323ad002d0b,general,"Founded as the Jewish Community Group of Roxborough. In 1949 took over the Epiphany Lutheran Church, renamed Ivy Ridge Jewish Community Center. Moved to current site in 1965 and renamed to Or Ami.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
a4b673c1-a5fe-46a2-8360-6c3262ebaac1,08611b37-f1e0-423b-9e33-1d3366265d15,general,Founded as the Tacony Hebrew Congregation. Changed to The Northeast Jewish Community Center in the early 30's. Chartered in 1937. A new Synagogue was built - Temple Menorah - in 1951.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
23c46bd6-0dbe-4fb4-9fdb-b92469a2f134,0cfbaa68-f18a-435e-9e6b-e6d61db195a8,general,Combined with B'nai Halberstam in 1893,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
514ded06-2591-414a-bbbf-0c85379e3bb4,0d64dd1c-dd88-4d9f-b0b2-f1db79ec1066,general,Conservative group within the liberal reform congregation of Temple Zion in the Northeast. Broke off and held weekly services at the Medical Mission (near Pine & Strahle Sts.). Merged with Temple Menorah at Tyson & Algard in 1989.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
ca2caa36-ea8a-4bcf-9a65-88f864cc2467,0d6740ed-88db-4f58-b55b-f1aba9eeca03,general,"At NE corner 31st & Page. Noted for charitable work and study sessions (Mishnayos) each night. Zionist organizers (Mizrachi) in 1930s. Three storey red brick building built in 1896, remodeled in 1915. Additional building added in 1921. Records held by Mr. Glassman (1918 N. 32nd St).",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
64015ead-f2ac-46b6-9103-e1f6d536c31e,0d6740ed-88db-4f58-b55b-f1aba9eeca03,general,Also founded cemetery of same name.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
e32efc4b-3aeb-426d-940c-09d7eedcd1b7,0ee81ec2-ed88-4d55-9f22-e926c0fa3f09,general,Held services at 432 N. 2nd St until purchase of Marshall St. building in 1907,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
cc32d3f4-2830-4763-a955-21e5873ebd18,0fb42209-3267-4525-a86a-c8a8f4935e14,general,Founded by children of members at Beth Elohim (Woodland Ave.) Could be same as Beth Am Israel (Warrington).,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
111d3b31-8945-4d85-9ae4-2a1f8271f1c9,0fdffd0f-ca44-40f4-adb1-2e3fe73c6b72,general,Moved from Strawberry Mansion to Wynnefield in 1958.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
7058befe-644e-47e3-a3b0-18f9fd45bcba,0ff0b485-552a-4486-841b-ad97b288a2df,general,"One of several shtieblech (house shuls) in Wynnefield in the 1930's. Others included 5601 Lebanon Ave (home of the kosher butcher, Charles Zatz), and 58th & Malvern.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
31b437a6-c79e-4738-b97e-24407070f0ef,110371d9-28a6-424a-9e20-1264749325d7,general,After combination in mid 80's known as Melrose B'nai Israel Emanue-El.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
defda028-17c7-4f1b-bbcc-2bbb154dc27f,11cc71f8-2b2c-48ad-a6be-cd696d4c82fe,general,Founded as the Rumanian-American Synagogue until 1967. Charter hangs in the Shul.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
6a068cb6-9533-483f-9721-2f858246a7ce,135dd3fa-d5e7-4764-9a0d-6b4a54c8aa16,general,"First met in a Quaker meeting house on Gravel Hill Road; then at a store front on Street Rd.; Penn Valley Park on the Old Lincoln Highway, and then the Mcfadden Estate . The charismatic character of Rabbi Parker, the long standing rabbi, gave the Shul its nickname - Parker's Place.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
45af8856-4ea7-4eb6-94c2-a4f47ba2ad32,13614fec-4c0b-4319-bde3-11309d1a1207,ethnic_origin,"Founded by the daughter of a Baptist pastor, Louise Daley, in the 1950's. Conservative, though institutionally independent. Claims 250 members but not currently listed as an active Philadelphia Shul. [African-American]",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
dee0b433-7ebc-44d9-8c16-ef0c0d4a6bfd,1509c426-8c5a-44ca-b58e-580530778917,general,"Formed when Har Tikvah, B'nai Ohr and B'nai Solomon combined in the 1970's . Beth Judah joined with Bustelton-Somerton in the early 1980's. Combined with Shaare Shamayim in the 1990's.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
8479c5e5-e198-4b5d-9142-a0788cc20681,1526b185-e09b-4c69-ba10-ff227f3f76a3,general,Began in private home at 6739 N.16th St. Architect Louis Kahn designed synagogue building in 1937,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
5e6a9569-ce87-4854-b60d-4fe723d4d068,1526b185-e09b-4c69-ba10-ff227f3f76a3,general,Moved from Kensington in the 70's. A short lived schtiebl that closed when Rabbi Isadore Solomon returned to Israel.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
a46df91b-4ccd-4110-a73d-1e5dec05abb9,1883c9fc-cd17-40b2-86e3-572ad87690a6,general,"Architectural design by N. Bressi, 1966.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
6062acf8-ab09-4fa9-9cd3-de4cae327f29,1a782125-862f-41d7-94d0-ff6cab0ab973,general,Started in the basements of ranch homes. Purchased site in 1964 at 7816 Halstead St. Committed to staying put despite of the shrinking size of the community in the 1960's. Built a larger sanctuary on Halstead St.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
ab94bfb9-8b93-41db-8776-924ebc444605,1bdef080-dc06-4e21-9154-1f79ea8308d8,general,"Chevra was Shul and Cheder. Services held above a crockery store, a pool room, and across from a box factory (1900-03) at Adams St. & Kensington Ave. 1903-5 moved to Front St. & Susquehanna Ave. and in 1905 to Boston Ave. where a home was remodeled as synagogue. Further remodeled in 1914. Records are held by Joseph Silverstein (2202 Frankford Ave) and Mildred Seidman (1604 N 2nd St).",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
01183142-6ff8-49a7-8206-577f03e2f03f,1d14b9cc-63a2-4a29-91c7-ddf79d31dfe0,general,Chartered as Southern Talmud Torah in 1904. Rented space at 727 Dickinson St. & 601 Tasker St until Dickinson St. Shul was built. Combined in 1930s with the Bessarbier Talmud Torah to form the Jewish Education Center #1. Records held by Sam Grabovoy (419 Dickenson St).,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
b614eacd-890b-484c-9330-d566965fa134,1d4fe5dd-0c13-42cd-9fb9-ae6afe570eb8,general,"Services held in rented rooms until purchase of Schaunbracker Hall (S. 4th). Many members were craftsmen, & most notably carpenters.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
7194d97c-092b-47f5-b57d-8f94d09c687a,1ef846bd-e5ed-41af-a3ba-bcd5f5d1b4a2,ethnic_origin,"Founded by Wolf Ettinger and Moses Blumenthal with services held at Horner's Hall, 3rd & Brown. Purchased land in Frankford for a burial ground. In 1865 acquired synagogue building at NewMarket & Noble Sts. from Keneseth Israel . Ten years later moved to the Juliana St. Synagogue & merged with Adas Israel. Built a synagogue in 1885 at 7th & Columbia. Dedicated larger building at Broad & Diamond in 1912; enlarged and rededicated in 1926. Present Synagogue in Elkins Park was dedicated in 1964. By the early 1880's, had Reform orientation, and by 1900 under rabbi Klein, became Conservative. [Central European & German- speaking]",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
2fe7b64c-739f-404c-b7bf-c97dc179248e,1f47f14f-1647-4d32-a41e-eadcd1504ba2,general,Founded by Bernard Diamond. Used a mid-19th century African-American church on Holme Ave. Lasted until the building of the Pennypack Jewish Community Center in 1959.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
ec40510f-2f3b-4ee1-91d2-0104457a22c2,1f5396e9-9bb1-4842-92f9-2dc479a5a3bf,general,"First at 725 Lombard St. Moved to larger location at 418 Lombard St. - former Universal Church. Combined with Anshe Rodeph Zedek in 1893 to form, Congregation Kesher Israel.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
647291aa-0a3d-4903-b792-b8b3f3d7887b,2022ea72-df61-4833-8ea5-e943d562b7c9,general,Services held at rented home (155 Fairmount),null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
b0943f50-0365-4031-85b0-1808fc8e857f,2086a572-8c48-4422-8e50-252eed524311,general,Held services in rented rooms at NE corner of 2nd & Vine Sts. from 1917 to 1924 then purchased N. 6th St. building.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
05b3aa7e-206f-4538-ae8f-b91026a67274,213a2e5a-d320-4191-a8e7-53bda4d22dde,ethnic_origin,[African American],null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
13f9107e-b5ae-410b-9161-2ad9fa1cae7e,220a3148-6a65-45f5-acf4-a4b37b9fe76a,general,"Started as a Landsleit Shul in rented rooms at 1214 S. 3rd St. (1902-8). Combined with B'nai Israel in 1902 to form Shari Zedek. Building purchased in 1909. Records held by Joseph Bornstein (809 S 3rd St) and Mrs. Benjamin Solomon (1714 S 2nd St). [Rozhishtch, Rozishtchov (NE of Lvov)]",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
f41edfcf-20d7-49cb-98ec-8d0e3e455884,230a51ce-ca8d-4758-8020-1bdaa9fa13aa,general,"Founded by Charles Kline, Joseph Weitz & Nathan Leidner as a Landsleit Shul. First met around 7th & South Sts. The Garrick Theatre (""Wheatley Dramatic Hall"") was purchased remodeled and dedicated in 1891. Largest Hungarian congregation in Phl. Emunath Israel and Ohev Sholom combined in 1887 to form this large Hungarian congregation. [Austro-Hungary] [Hungary]",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
215275af-ba15-4fee-8677-1a8e20625017,237f995f-e3a9-4eab-b842-101cf8074580,general,Served commercial district at 38th & Haverford.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
d2b24875-99e4-447c-a4e4-ab8b6b3b4b82,2506fccf-db1e-4c73-b985-f8031c132285,general,Services originally held at home of Phillip Miller. By 1920's this minyan had grown substantially and was renamed B'nai Israel of Fairmount. By late 1930's became basis for Fairmount Jewish Community Center.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
66e47dca-fa06-4d51-b5f2-2579b69152de,25263956-5acd-4e82-9eec-6c2f5b8fc6c3,general,A stiebl Shul held at home of rabbi Freifelder. Disbanded when rabbi died in 1972.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
a8c7c67f-3c2f-4ccb-a380-305fd618f7a3,268da61f-4605-43d8-a786-b59c5781ee54,general,"Combined with Anshe Birz in 1890 to form, Poale Zedek-Anshe Birz.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
89f342c7-ee57-4a3b-9d73-c2b0380066d5,273ba147-2e1f-49f9-af02-b3d0ad776b81,general,Started as a Landsleit Shul. First met in the basement of Atereth Israel at 6th & Morris Sts until purchase of a building at 6th & Cross Sts. [Bukier],null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
c3b148ff-24f8-4349-889c-cffd7447aa97,276e996b-f54d-4218-be77-7d109e48ac09,general,Broke from Beth Judah in early 20's over egalitarian services. Met in private homes.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
172f7287-e52f-45e0-a476-0464d6ee6cf3,2797f5c0-1c7f-45ce-aee5-2020ab594683,general,Affiliated with B'nai Jacob (1929 N.31st). Organized by Jack Zweig. Moved to Oxford Circle,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
9a945331-0f8d-40d7-9693-60ec70c2b2a9,297e5cdf-dc38-4af7-8ccb-222cef7c7e9b,general,An orthodox congregation for young people. First started in South Philadelphia. This was Strawberry Mansion branch.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
9d9e7fa7-ae90-4c6a-b959-a71e69198cee,2b1bc9fe-dcdf-4405-92c9-d7c4264348e8,general,"Served Germantown & Berks business district. Operated Talmud Torah at Schuyler Hall, 6th & Diamond Followed Ashkenaz rites. 2 storey red brick built in 1915. Services first held at 2044 Germantown Ave. Records held by Irving Carroll (1923 N 8th St) & Mrs. Glouser (2103 N Franklin St).",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
4e988aaa-c7af-4208-a614-eb3afe1e697d,2b4399d5-2f59-495b-9048-2ffda012857a,general,"Met at the home of the President & a founding member, Abe Liebowitz.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
853df119-dce8-4c14-b6ed-1c0d023aff1a,2e11ae01-95ce-4b4f-b7b6-a7e49a9bbae9,general,Started as a Landsleit Shul. Free Synagogue & Talmud Torah with community support. Part of Hebrew Free School movement. Set of homes remodeled as Synagogue & Talmud Torah in 1912. Demolished in the 1930's. [Bessarabia],null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
efd1c542-739b-483e-b498-3ae5f9177dfb,2e650cfe-e995-4edd-9cee-1fde51e4ab3d,ethnic_origin,[Hungarian],null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
0e73cae8-0bac-4f39-902f-617044d7d1a9,2ea07b69-c69f-48cc-b70e-b241de38ff36,general,After 1985 combined and became Melrose Park B'nai Israel-Emanu-El,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
50041f27-db8e-4edc-8049-5c5ef059cf0e,2f326564-296e-4ea5-815c-e4a6e796bf22,general,"Founded by Sidney Zion. Met at member's homes: 2935 N. 22nd, 2953 N.23rd & 2923 N.22nd. In 1918 purchased a 3 storey building at 2801 N. 25th. Moved to final location in 1921. Records held by Sam Balter (6529 Limekiln Pike) and Rose Rodack (1939 Chew St).",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
b3e2d195-2d8a-4510-b8a5-d0bd327542e9,2ff63f05-8446-4b64-83c7-978dee1800b5,general,Started as a beneficial society. Founders protested the Reform direction of Adath Jeshurun. 120 members listed in 1901.,null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
cfe165a2-6f2b-4af0-9b1c-3296e6e9e911,312dc0f7-2801-4fb9-9a43-1b477522fcd5,general,"Met in home of Rabbi Aaron Popack at 2117 Bleigh Ave on High Holidays and festivals. Also rented space at the local movie theater for ""overflow services."" When Popack died, the congregation disbanded.",null,null,null,false,null,null,2026-02-21 22:38:02.468692+00,null,true,null,null
